,Activity Date,Distance,Moving Time,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Average Cadence,Average Heart Rate,Average Watts,Weighted Average Power,Wind Speed,Average Speed,Total Weight
815,2020-03-08 14:31:26,34.77,4366.0,49.680000686645506,185.0,172.0,794.0,828.2000122070312,84.16546630859375,137.0,145.926025390625,148.0,11.123999691009521,28.669720568025657,74.5
819,2020-03-14 11:47:31,100.09,12615.0,66.239998626709,908.0,891.0,643.7999877929688,864.0,82.35005950927734,146.0,155.49880981445312,167.0,16.3439998626709,28.56313912009513,74.5
820,2020-03-15 14:50:22,34.85,4409.0,53.63999862670898,186.0,172.0,803.0,835.5999755859375,82.40496826171875,130.0,146.255615234375,148.0,14.903999519348146,28.455432070764346,74.5
825,2020-03-22 12:54:22,75.29,9362.0,66.96000137329102,618.0,599.0,775.4000244140625,834.5999755859375,82.70560455322266,135.0,161.0979461669922,169.0,13.895999622344972,28.951506088442645,74.5
828,2020-03-26 13:42:29,43.32,5366.0,47.160001373291024,224.0,212.0,837.4000244140625,871.7999877929688,82.34870910644531,122.0,147.8207244873047,149.0,17.640000343322754,29.062989191203876,74.5
829,2020-03-28 13:46:46,44.85,5506.0,55.08000068664551,356.0,346.0,710.5999755859375,868.5999755859375,84.68978881835938,146.0,160.89756774902344,184.0,18.719999313354492,29.324373410824556,74.5
830,2020-03-31 13:16:35,44.57,5523.0,54.0,225.0,205.0,791.7999877929688,824.4000244140625,83.63373565673828,146.0,156.96287536621094,179.0,8.135999965667725,29.05160239000543,74.5
832,2020-04-02 13:50:00,60.26,7496.0,52.2,240.0,278.0,801.5999755859375,841.0,83.9746322631836,144.49166870117188,159.9124755859375,172.0,14.256000137329101,28.940234791889008,74.5
834,2020-04-05 12:35:25,100.13,12512.0,57.6,827.0,791.0,727.7999877929688,846.0,82.58869934082031,137.0,152.02117919921875,157.0,6.947999811172486,28.80978260869565,74.5
837,2020-04-09 13:49:13,51.02,6219.0,46.800000000000004,221.0,174.0,799.2000122070312,832.5999755859375,84.52899932861328,140.0,164.32920837402344,178.0,14.00400037765503,29.534008683068024,74.5
839,2020-04-11 12:24:50,89.27,11017.0,61.560001373291016,785.0,775.0,706.0,868.2000122070312,82.76644134521484,137.0,160.39974975585938,168.0,8.964000034332276,29.17055459744032,74.5
840,2020-04-12 14:06:26,60.23,7420.0,47.5199993133545,310.0,297.0,796.4000244140625,835.7999877929688,83.0561752319336,121.0,146.04986572265625,147.0,10.87199993133545,29.222102425876006,74.5
851,2020-04-25 12:52:11,84.44,10940.0,56.5199993133545,662.0,655.0,700.4000244140625,868.2000122070312,82.27383422851562,136.0,149.802734375,152.0,18.1439998626709,27.786471663619743,74.5
852,2020-04-26 12:46:52,67.52,8598.0,61.2,567.0,581.0,764.7999877929688,866.4000244140625,85.3876953125,140.0,161.14910888671875,166.0,11.30400037765503,28.27076064200977,74.5
857,2020-05-02 12:01:23,102.06,13021.0,64.43999862670898,841.0,817.0,749.7999877929688,879.2000122070312,81.482421875,137.0,154.8819580078125,156.0,5.256000137329102,28.217187619998462,74.5
858,2020-05-03 13:27:40,52.98,6704.0,67.32000274658203,537.0,532.0,743.7999877929688,881.4000244140625,81.94951629638672,128.0,159.89901733398438,164.0,20.268000411987305,28.44988066825775,74.5
864,2020-05-10 13:25:07,43.23,5631.0,57.6,235.0,218.0,861.7999877929688,899.2000122070312,80.88082122802734,126.0,152.6764373779297,154.0,17.13600082397461,27.637719765583373,74.5
869,2020-05-16 12:27:02,100.13,11841.0,66.239998626709,957.0,943.0,706.0,874.2000122070312,81.38291931152344,142.0,158.59640502929688,167.0,6.3,30.442361287053455,74.5
870,2020-05-17 13:37:09,43.25,5104.0,50.4,228.0,217.0,806.4000244140625,840.2000122070312,82.9948501586914,135.0,149.74549865722656,151.0,8.856000137329103,30.505485893416928,74.5
876,2020-05-24 14:31:36,26.31,3280.0,49.680000686645506,153.0,141.0,807.2000122070312,841.2000122070312,81.37352752685547,122.7673797607422,152.06494140625,155.0,8.531999588012695,28.87682926829268,74.5
883,2020-05-30 12:42:47,104.3,13360.0,67.67999725341797,1248.0,1228.0,548.2000122070312,866.4000244140625,81.55839538574219,140.4044189453125,162.23472595214844,169.0,10.223999691009523,28.104790419161677,74.5
884,2020-05-31 13:25:53,58.84,7385.0,57.960001373291014,486.0,486.0,747.5999755859375,867.7999877929688,84.53850555419922,131.4694061279297,155.14736938476562,162.0,6.911999845504762,28.683006093432635,74.5
890,2020-06-07 13:28:00,42.2,5362.0,57.23999862670898,331.0,333.0,851.7999877929688,921.2000122070312,84.08345794677734,131.671142578125,154.2650604248047,158.0,6.228000068664551,28.33271167474823,74.5
896,2020-06-13 17:24:32,78.63,9562.0,63.36000137329102,655.0,665.0,722.2000122070312,878.5999755859375,82.6256103515625,140.24105834960938,162.0581512451172,167.0,9.468000411987305,29.603430244718673,74.5
897,2020-06-14 13:20:55,59.98,7132.0,45.0,309.0,291.0,800.4000244140625,833.4000244140625,84.03849029541016,135.5389862060547,163.6009521484375,169.0,24.26399917602539,30.27593942793045,74.5
906,2020-06-21 14:03:03,44.54,5581.0,75.239998626709,512.0,495.0,650.4000244140625,843.5999755859375,80.9307861328125,136.3724822998047,160.9876251220703,171.0,18.252000617980958,28.730335065400467,74.5
912,2020-06-28 12:51:26,101.42,12652.0,65.52000274658204,1001.0,981.0,710.0,871.0,81.17847442626953,132.23876953125,167.05421447753906,174.0,19.11599979400635,28.858046158710085,74.5
925,2020-07-12 19:42:31,43.33,5104.0,47.5199993133545,219.0,220.0,823.5999755859375,853.5999755859375,83.74557495117188,137.6747589111328,157.72433471679688,160.0,16.27199993133545,30.561912225705324,74.5
928,2020-07-15 14:15:48,43.32,5024.0,48.96000137329102,233.0,219.0,809.0,846.0,81.61896514892578,136.11607360839844,154.074462890625,156.0,11.30400037765503,31.04140127388535,74.5
930,2020-07-17 14:27:42,43.34,5085.0,51.48000068664551,227.0,219.0,808.7999877929688,843.0,81.16463470458984,136.06039428710938,154.43321228027344,157.0,15.263999176025392,30.683185840707964,74.5
933,2020-07-19 19:30:42,50.06,5682.0,48.6,258.0,253.0,845.7999877929688,874.7999877929688,81.95106506347656,145.4663848876953,170.9225616455078,178.0,11.268000411987305,31.717001055966215,74.5
940,2020-07-25 14:16:43,46.5,5467.0,54.36000137329102,246.0,236.0,902.0,938.5999755859376,80.45635223388672,135.61276245117188,154.0528564453125,157.0,15.768000411987305,30.620084141210903,74.5
941,2020-07-26 18:18:52,60.41,7098.0,63.36000137329102,520.0,532.0,785.5999755859375,941.0,85.01863861083984,148.49407958984375,168.80247497558594,178.0,12.384000205993653,30.63905325443787,74.5
942,2020-07-28 20:59:09,32.45,4217.0,43.919999313354495,270.97296142578125,298.0,840.0,875.0999755859375,78.89479064941406,114.85282135009766,143.68325805664062,151.0,10.656000137329102,27.70215793217928,74.5
943,2020-07-29 19:46:34,34.91,4224.0,44.28000068664551,181.0,178.0,859.4000244140625,891.2000122070312,82.47286224365234,122.8998565673828,155.60511779785156,158.0,9.07199993133545,29.75284090909091,74.5
944,2020-07-30 19:52:48,34.84,4439.0,44.28000068664551,187.0,182.0,849.7999877929688,882.4000244140625,81.66742706298828,123.30795288085938,157.4095458984375,159.0,19.224000549316408,28.255012390177967,74.5
945,2020-08-01 13:29:03,60.83,7651.0,60.83999862670898,576.0,565.0,741.5999755859375,908.7999877929688,79.73774719238281,133.20050048828125,157.83021545410156,161.0,9.07199993133545,28.622140896614816,74.5
947,2020-08-04 19:48:13,44.92,5322.0,45.0,233.0,229.0,807.7999877929688,838.7999877929688,84.7658920288086,135.12701416015625,176.9218292236328,186.0,6.588000154495239,30.385569334836532,74.5
948,2020-08-05 19:48:37,43.3,5356.0,42.839998626708976,222.0,218.0,805.4000244140625,834.0,82.7834243774414,123.60212707519533,158.27781677246094,160.0,9.684000205993653,29.103808812546678,74.5
949,2020-08-06 19:51:28,45.04,5382.0,45.0,230.0,230.0,815.2000122070312,846.4000244140625,84.66566467285156,139.79930114746094,179.29437255859375,189.0,8.964000034332276,30.127090301003346,74.5
950,2020-08-08 12:21:40,102.47,12966.0,63.36000137329102,1198.0,1183.0,531.5999755859375,919.5999755859376,82.79523468017578,144.54727172851562,166.82484436035156,174.0,16.775999450683596,28.450717260527533,74.5
952,2020-08-11 19:55:52,44.6,5196.0,47.5199993133545,234.0,233.0,810.4000244140625,840.7999877929688,84.93834686279297,140.5841064453125,181.58218383789065,192.0,4.356000137329103,30.900692840646652,74.5
953,2020-08-12 19:56:29,43.37,5313.0,49.319999313354494,222.0,219.0,801.0,829.2000122070312,82.10384368896484,122.060791015625,155.81930541992188,158.0,10.692000102996825,29.38678712591756,74.5
954,2020-08-13 19:58:58,46.01,5319.0,52.2,227.0,224.0,809.2000122070312,841.2000122070312,85.82368469238281,145.65406799316406,182.21583557128903,193.0,17.02800006866455,31.140439932318106,74.5
955,2020-08-15 11:07:23,102.47,12686.0,72.36000137329101,1011.0,1029.0,635.5999755859375,906.5999755859376,82.23033142089844,141.41253662109375,159.8760986328125,168.0,20.0879997253418,29.07866939933785,74.5
956,2020-08-16 14:18:09,43.27,5351.0,45.36000137329102,233.0,217.0,803.0,838.0,81.50737762451172,128.5507354736328,157.34759521484375,159.0,18.647999382019044,29.110820407400492,74.5
957,2020-08-18 19:55:22,43.31,5003.0,46.43999862670898,213.0,215.0,795.2000122070312,828.0,84.4046401977539,136.3461520534156,186.55398559570312,198.0,16.91999931335449,31.164501299220472,74.5
958,2020-08-19 19:58:04,43.26,5389.0,48.23999862670898,218.0,220.0,794.4000244140625,831.4000244140625,82.60242462158203,121.9329833984375,156.6786651611328,159.0,12.456000137329102,28.89886806457599,74.5
961,2020-08-23 13:42:46,79.01,9784.0,73.8,928.0,910.4000244140624,885.4000244140625,1111.0,84.92682647705078,138.84779357910156,166.34896850585938,176.0,19.187999725341797,29.07154538021259,74.5
962,2020-08-25 19:54:50,43.34,5437.0,43.2,232.0,226.0,805.7999877929688,838.4000244140625,83.12069702148438,121.89622497558594,156.82484436035156,158.0,13.464000034332276,28.696707743240758,74.5
963,2020-08-26 19:52:04,43.32,5299.0,42.48000068664551,224.0,218.0,796.4000244140625,825.7999877929688,83.91351318359375,124.13606262207033,157.8707275390625,159.0,9.576000308990478,29.43045857709002,74.5
965,2020-08-30 11:34:45,60.12,7397.0,66.239998626709,655.0,645.0,640.7999877929688,865.0,82.05561065673828,136.12680053710938,145.44775390625,167.0,12.887999725341798,29.259429498445314,74.5
966,2020-09-01 19:50:31,43.33,5142.0,42.839998626708976,222.0,217.0,844.7999877929688,873.4000244140625,86.86214447021484,142.9313507080078,184.1437225341797,199.0,13.464000034332276,30.336056009334882,74.5
967,2020-09-02 19:55:22,43.36,5329.0,46.43999862670898,219.0,215.0,799.0,829.0,83.41690063476562,124.22386932373048,157.682861328125,159.0,12.131999588012695,29.291799587164572,74.5
968,2020-09-03 19:52:09,43.26,4957.0,47.88000068664551,214.0,209.0,790.7999877929688,821.0,86.92059326171875,145.0911865234375,183.43292236328125,191.0,6.407999897003174,31.417389550131126,74.5
969,2020-09-05 19:25:03,31.34,3473.0,65.16000137329102,300.0,294.0,820.0,903.5999755859376,84.55034637451172,155.02908325195312,181.7745513916016,190.0,9.07199993133545,32.4860351281313,74.5
970,2020-09-06 12:44:43,85.31,10670.0,60.83999862670898,720.0,720.0,738.2000122070312,864.0,81.8604507446289,140.67820739746094,158.92698669433594,163.0,16.12800006866455,28.783130271790064,74.5
972,2020-09-09 19:55:20,43.36,5187.0,47.160001373291024,214.0,212.0,795.0,827.0,81.77388763427734,126.14690399169922,158.24966430664062,160.0,5.760000085830689,30.093695777906305,74.5
976,2020-09-13 19:12:32,52.77,6270.0,59.4,505.0,519.0,746.7999877929688,869.4000244140625,80.49675750732422,135.67384338378906,159.1670684814453,168.0,9.648000240325928,30.29856459330144,74.5
979,2020-09-19 14:01:18,60.44,7267.0,59.76000137329102,561.0,535.0,732.4000244140625,894.4000244140625,81.54867553710938,142.63644409179688,163.26889038085938,174.0,11.8439998626709,29.941378835833216,74.5
992,2020-09-30 08:39:28,110.18,12726.0,68.76000137329102,1088.0,1112.0,591.0,842.0,82.28642272949219,142.18370056152344,157.05885314941406,164.0,19.08000068664551,31.168316831683168,74.5
1001,2020-10-11 18:06:36,52.89,6296.0,65.52000274658204,540.2000122070312,545.0,749.4000244140625,876.2000122070312,83.36876678466797,134.38246154785156,159.753173828125,168.0,12.779999828338623,30.242058449809402,74.5
1002,2020-10-12 12:10:20,100.2,12158.0,61.560001373291016,809.0,794.0,744.0,910.0,80.63121032714844,134.91946411132812,157.1446990966797,162.0,15.3,29.669353512090805,74.5
1003,2020-10-13 13:41:12,43.34,5320.0,53.28000068664551,227.0,215.0,806.2000122070312,843.5999755859375,80.59615325927734,126.5518798828125,152.56053161621094,155.0,12.528000068664552,29.32781954887218,74.5
1005,2020-10-18 13:59:59,43.28,5282.0,48.6,228.0,216.0,806.4000244140625,841.2000122070312,82.19139099121094,125.20182037353516,155.46478271484375,156.0,16.740000343322755,29.497917455509278,74.5
1008,2020-10-22 19:51:53,17.99,2289.0,44.63999862670898,97.0,91.0,799.4000244140625,827.7999877929688,81.69110870361328,121.01092529296876,155.49017333984375,158.0,13.140000343322756,28.293577981651374,74.5
1010,2020-10-24 17:30:20,61.47,7390.0,70.56000137329102,569.0,561.0,737.5999755859375,899.4000244140625,80.57172393798828,137.16494750976562,163.2660369873047,170.0,15.624000549316406,29.944790257104195,74.5
1011,2020-10-25 19:09:02,46.85,5685.0,46.43999862670898,351.20001220703125,354.0,807.7999877929688,845.0,83.70404815673828,142.5451202392578,156.46490478515625,158.0,13.031999588012695,29.66754617414248,74.5
1019,2020-11-02 20:20:36,50.17,6030.0,40.319999313354494,359.0,371.0,814.0,849.7999877929688,82.16313171386719,128.57379150390625,159.76649475097656,161.0,12.6,29.952238805970154,74.5
1025,2020-11-07 11:35:03,101.67,12141.0,66.60000000000001,999.0,977.0,641.5999755859375,912.0,80.29070281982422,146.2755126953125,162.83131408691406,171.0,11.340000343322755,30.14677538917717,74.5
1029,2020-11-10 10:03:51,43.46,5500.0,50.03999862670898,218.0,218.0,795.5999755859375,827.0,78.58525085449219,120.42400360107422,156.207275390625,158.0,10.87199993133545,28.446545454545454,74.5
1033,2020-11-14 19:26:24,42.73,5251.0,63.72000274658203,396.0,396.0,777.2000122070312,863.2000122070312,79.69097900390625,139.24923706054688,162.09622192382812,169.0,9.756000137329101,29.294991430203766,74.5
1036,2020-11-15 19:58:21,43.27,5148.0,44.28000068664551,221.0,216.0,811.0,842.0,82.9215316772461,131.77098083496094,157.33779907226562,159.0,7.092000102996826,30.258741258741264,74.5
1043,2020-11-22 13:08:04,61.3,7548.0,77.039998626709,646.0,653.0,680.2000122070312,870.7999877929688,82.0238265991211,139.20179748535156,160.92742919921875,170.0,9.359999656677246,29.236883942766294,74.5
1050,2020-11-28 11:48:51,106.94,13124.0,72.72000274658204,1047.0,1035.0,638.7999877929688,911.7999877929688,82.59380340576172,146.61883544921875,159.8648223876953,170.0,19.043999862670898,29.334349283754953,74.5
1054,2020-12-02 20:22:26,43.56,5348.0,52.919999313354495,228.0,220.0,805.4000244140625,837.7999877929688,81.5497817993164,127.8612289428711,156.93865966796875,159.0,9.540000343322756,29.322363500373978,74.5
1057,2020-12-05 11:08:07,117.31,15408.0,69.839998626709,1099.0,1107.0,656.4000244140625,874.0,62.57665252685547,141.56695556640625,98.36756134033205,167.0,13.895999622344972,27.4088785046729,74.5
1059,2020-12-07 14:21:06,43.31,5256.0,46.43999862670898,232.0,210.0,792.2000122070312,831.5999755859375,84.39381408691406,130.01161193847656,154.1537322998047,156.0,7.740000343322755,29.66438356164384,74.5
1060,2020-12-08 14:36:03,46.79,5699.0,51.11999931335449,335.0,330.0,818.2000122070312,856.7999877929688,84.2802963256836,135.33462524414062,154.98876953125,157.0,11.556000137329102,29.556764344621865,74.5
1062,2020-12-12 19:20:45,47.71,5969.0,49.319999313354494,335.0,339.0,819.0,855.0,83.73422241210938,125.71268463134766,160.71788024902344,162.0,7.27199993133545,28.774669123806333,74.5
1071,2020-12-17 21:03:45,29.02,3598.0,49.319999313354494,142.0,136.0,800.5999755859375,829.2000122070312,84.18258666992188,132.66537475585938,152.74151611328125,155.0,6.0479998111724855,29.036131183991106,74.5
1072,2020-12-19 12:09:25,77.91,9448.0,66.96000137329102,635.0,632.0,747.7999877929688,904.7999877929688,81.76337432861328,143.55812072753906,155.35508728027344,159.0,13.5,29.686282811176962,74.5
1074,2020-12-22 20:32:21,43.3,5390.0,43.2,217.0,221.0,800.0,835.7999877929688,81.2287826538086,119.44470977783205,157.94007873535156,159.0,10.87199993133545,28.92022263450835,74.5
1075,2020-12-24 10:05:44,111.53,13443.0,62.27999725341797,1042.0,1056.0,692.5999755859375,895.7999877929688,81.99219512939453,137.08413696289062,163.38082885742188,172.0,12.168000411987306,29.86744030350368,74.5
1078,2020-12-28 19:51:07,35.1,4322.0,42.839998626708976,180.0,182.0,803.4000244140625,834.7999877929688,83.41920471191406,120.39263916015624,156.7332305908203,159.0,10.151999759674073,29.23646459972235,74.5
1083,2020-12-31 11:42:57,20.03,2631.0,59.039998626708986,137.0,133.0,764.4000244140625,842.2000122070312,79.78800964355469,127.35567474365234,149.79664611816406,157.0,9.431999588012696,27.407069555302172,74.5
1085,2020-12-31 18:01:42,34.95,4130.0,50.03999862670898,183.0,173.0,784.7999877929688,815.4000244140625,81.65267944335938,137.32711791992188,169.79685974121094,177.0,14.903999519348146,30.46489104116223,74.5
1087,2021-01-02 19:30:12,43.33,5261.0,42.48000068664551,228.0,216.0,806.7999877929688,844.4000244140625,82.89594268798828,124.08135223388672,156.17068481445312,158.0,10.331999588012696,29.649876449344227,74.5
1088,2021-01-05 20:30:41,45.14,5353.0,54.36000137329102,228.0,215.0,781.5999755859375,814.0,82.80883026123047,141.2215576171875,175.13600158691406,185.0,13.823999691009524,30.357556510368017,74.5
1090,2021-01-08 20:33:58,37.43,4601.0,61.560001373291016,237.0,236.0,772.4000244140625,826.0,82.3293228149414,128.9337158203125,155.00347900390625,161.0,14.5439998626709,29.286676809389263,74.5
1091,2021-01-09 11:11:26,106.9,13039.0,73.439998626709,1063.0,1059.0,637.4000244140625,904.7999877929688,81.62893676757812,152.2771759033203,159.73924255371094,167.0,5.615999794006348,29.5145333231076,74.5
1098,2021-01-16 21:07:04,50.08,6196.0,48.96000137329102,354.0,362.0,810.4000244140625,849.4000244140625,80.78343963623047,124.374755859375,156.7453155517578,159.0,9.935999965667724,29.097482246610713,74.5
1099,2021-01-17 11:12:03,88.65,10784.0,66.60000000000001,770.0,773.0,698.5999755859375,912.2000122070312,79.92335510253906,135.7337646484375,158.05128479003906,165.0,11.628000068664551,29.593842729970326,74.5
1104,2021-01-22 20:25:37,35.05,4271.0,45.36000137329102,182.0,181.0,808.5999755859375,837.2000122070312,82.30043029785156,126.26761627197266,156.3331756591797,158.0,9.9,29.543432451416532,75.80000019073486
1106,2021-01-24 19:20:59,31.4,4097.0,57.23999862670898,339.0,310.0,766.5999755859375,905.5999755859376,79.58114624023438,135.2021942138672,154.6830291748047,163.0,4.679999828338623,27.590920185501588,75.80000019073486
1107,2021-01-26 20:17:10,34.89,4248.0,47.88000068664551,178.0,176.0,786.5999755859375,814.0,78.88616180419922,118.18667602539062,152.99693298339844,156.0,8.207999897003175,29.56779661016949,75.80000019073486
1108,2021-01-27 20:51:16,34.8,4186.0,48.23999862670898,175.0,177.0,808.0,838.7999877929688,80.76709747314453,124.65264892578124,154.2534637451172,155.0,13.5,29.92833253702819,75.80000019073486
1109,2021-01-28 20:30:11,31.6,3913.0,51.11999931335449,165.0,165.0,818.2000122070312,846.7999877929688,79.35845947265625,131.3460235595703,151.16867065429688,155.0,7.776000308990478,29.072323025811396,75.80000019073486
1110,2021-01-30 12:38:38,70.22,8696.0,69.47999725341798,634.0,638.0,745.2000122070312,944.2000122070312,79.7743148803711,140.35089111328125,148.2737274169922,152.0,8.640000343322756,29.069917203311867,75.80000019073486
1115,2021-02-06 11:59:41,104.1,13318.0,67.32000274658203,1242.0,1249.0,535.4000244140625,859.2000122070312,79.51396179199219,147.5554656982422,156.03578186035156,162.0,8.640000343322756,28.13936026430395,75.80000019073486
1116,2021-02-07 20:30:40,50.21,6158.0,47.5199993133545,352.0,373.0,810.4000244140625,849.7999877929688,80.48340606689453,134.97042846679688,153.24090576171875,153.0,10.476000308990479,29.353036700227346,75.80000019073486
1123,2021-02-14 12:24:59,83.93,10418.0,64.07999725341797,737.0,746.0,705.4000244140625,914.7999877929688,77.71913146972656,137.902099609375,155.4552764892578,162.0,9.756000137329101,29.00249568055289,75.80000019073486
1124,2021-02-16 13:14:53,60.87,7513.0,58.67999725341797,566.0,569.0,742.0,902.5999755859376,80.64993286132812,139.5244598388672,161.7675018310547,173.0,10.656000137329102,29.167043790762676,75.80000019073486
1125,2021-02-17 20:19:55,43.21,5345.0,46.43999862670898,225.0,221.0,796.4000244140625,830.7999877929688,80.74553680419922,128.24916076660156,159.71359252929688,163.0,7.415999794006348,29.10308699719364,75.80000019073486
1126,2021-02-18 20:38:38,34.84,4158.0,44.28000068664551,211.74282836914065,212.7429962158203,808.2999877929688,839.0,82.56329345703125,139.53919982910156,171.806640625,188.0,7.668000411987305,30.164502164502164,75.80000019073486
1129,2021-02-21 11:37:07,111.69,13948.0,58.67999725341797,1082.0,1069.0,698.5999755859375,905.4000244140624,78.84016418457031,138.1418914794922,157.9774932861328,168.0,13.212000274658202,28.827358761112706,75.80000019073486
1130,2021-02-23 20:39:10,35.01,4339.0,45.36000137329102,184.0,176.0,799.0,828.2000122070312,80.50296020507812,117.71444702148438,152.98916625976562,156.0,5.724000120162964,29.047245909195667,75.80000019073486
1131,2021-02-24 20:23:36,9.58,1245.0,41.03999862670898,57.0,55.0,804.5999755859375,832.0,82.22362518310547,121.22007751464844,152.2530059814453,160.0,4.5,27.70120481927711,75.5
1133,2021-02-25 20:33:35,34.93,4298.0,46.43999862670898,182.0,178.0,798.7999877929688,828.2000122070312,82.09060668945312,123.92554473876952,157.11074829101562,160.0,6.8399999141693115,29.257328990228018,75.5
1134,2021-02-27 12:49:20,60.43,7252.0,69.839998626709,576.0,541.0,743.5999755859375,907.0,82.50947570800781,145.30123901367188,173.7827606201172,188.0,11.448000240325928,29.99834528405957,75.5
1135,2021-02-28 19:18:18,34.89,4276.0,47.88000068664551,184.0,177.0,818.0,846.7999877929688,81.44335174560547,128.28929138183594,156.9265594482422,160.0,14.4,29.374181478016837,75.5
1136,2021-03-03 20:19:21,44.56,5268.0,52.919999313354495,228.0,221.0,799.2000122070312,833.5999755859375,83.74762725830078,137.9295196533203,183.68255615234372,197.0,5.471999931335449,30.451025056947614,75.5
1139,2021-03-06 20:07:59,34.04,3600.0,49.319999313354494,160.0,163.0,801.2000122070312,831.5999755859375,90.0755844116211,163.54861450195312,214.57583618164065,217.0,12.312000274658203,34.04,75.5
1143,2021-03-09 20:15:32,43.28,5430.0,43.2,219.0,222.0,789.7999877929688,825.0,80.02934265136719,117.68125915527344,158.40516662597656,161.0,9.9,28.6939226519337,75.5
1144,2021-03-10 20:15:28,44.61,5455.0,47.5199993133545,219.0,211.0,810.5999755859375,839.2000122070312,83.66810607910156,137.836669921875,168.28550720214844,190.0,9.468000411987305,29.440146654445464,75.5
1145,2021-03-11 20:21:46,43.54,5436.0,45.71999931335449,222.0,214.0,811.7999877929688,843.2000122070312,81.70596313476562,123.19094848632812,155.23031616210938,158.0,7.379999828338623,28.834437086092716,75.5
1146,2021-03-12 20:22:35,27.75,3540.0,43.2,141.0,143.0,802.0,830.0,80.31624603271484,116.9079132080078,148.0494384765625,151.0,8.315999794006348,28.220338983050848,75.5
1147,2021-03-13 12:00:36,102.81,12560.0,63.72000274658203,840.0,841.0,745.2000122070312,861.0,80.37037658691406,137.1064453125,152.9322509765625,160.0,10.29599962234497,29.467834394904457,75.5
1148,2021-03-14 13:32:32,45.13,5681.0,52.919999313354495,355.0,360.0,756.7999877929688,845.0,81.3150405883789,130.87132263183594,148.62120056152344,154.0,11.556000137329102,28.59848618201021,75.5
1150,2021-03-16 20:05:33,48.39,5664.0,60.12000274658203,330.0,287.0,774.4000244140625,829.7999877929688,82.45730590820312,140.7254638671875,184.22775268554688,193.0,3.455999922752381,30.75635593220339,75.5
1151,2021-03-17 20:11:11,36.17,4406.0,45.71999931335449,184.0,185.0,823.4000244140625,855.4000244140625,80.61372375488281,124.7641830444336,160.21266174316406,163.0,8.279999828338623,29.553336359509764,75.5
1153,2021-03-19 20:21:26,18.79,2341.0,43.56000137329102,99.0,91.0,803.7999877929688,831.7999877929688,81.85342407226562,130.7137908935547,154.08457946777344,158.0,6.407999897003174,28.89534387014096,75.5
1155,2021-03-20 17:56:33,90.4,10992.0,60.47999725341797,798.0,795.0,709.2000122070312,868.4000244140625,80.12399291992188,140.0771484375,158.46470642089844,165.0,9.540000343322756,29.606986899563317,75.5
1156,2021-03-21 19:03:39,61.52,7223.0,50.4,314.0,307.0,811.7999877929688,841.0,79.76013946533203,134.3711700439453,159.322021484375,162.0,5.507999897003174,30.662051779039185,75.5
1158,2021-03-24 20:43:35,45.72,5668.0,43.56000137329102,211.0,206.0,811.4000244140625,845.2000122070312,80.9442138671875,128.26763916015625,156.15296936035156,159.0,7.451999759674073,29.038814396612562,75.5
1159,2021-03-25 20:31:20,39.76,4844.0,43.56000137329102,203.0,202.0,813.5999755859375,842.7999877929688,80.37914276123047,125.83938598632812,155.36209106445312,159.0,9.179999828338623,29.54913294797688,75.5
1160,2021-03-27 12:35:39,66.44,7793.0,65.16000137329102,597.0,614.0,681.0,888.2000122070312,81.74923706054688,150.86911010742188,163.97215270996094,170.0,9.215999794006349,30.69215963043757,75.5
1163,2021-03-30 20:25:15,35.85,4235.0,60.12000274658203,314.0,244.0,780.2000122070312,837.0,81.89510345458984,137.82171630859375,178.2972869873047,195.0,13.10400037765503,30.47461629279811,75.5
1165,2021-04-02 11:53:46,100.45,12659.0,61.560001373291016,1069.0,1064.0,766.4000244140625,931.0,79.58766174316406,135.88377380371094,158.75440979003906,166.0,20.375999450683594,28.56623745951497,75.5
1166,2021-04-03 19:45:20,43.33,5185.0,42.839998626708976,226.0,223.0,806.2000122070312,835.2000122070312,82.5548324584961,126.18978118896484,161.60250854492188,164.0,12.995999622344971,30.084474445515905,75.5
1170,2021-04-07 20:15:26,34.88,4008.0,47.5199993133545,186.0,174.0,835.5999755859375,865.5999755859375,85.67112731933594,147.4949951171875,190.75225830078125,200.0,10.584000205993652,31.329341317365273,75.5
1174,2021-04-12 21:03:29,29.4,3770.0,42.48000068664551,107.0,98.0,814.2000122070312,842.7999877929688,81.50812530517578,129.78567504882812,145.0506591796875,151.0,7.884000205993653,28.074270557029177,75.5
1175,2021-04-13 19:24:07,51.86,6160.0,43.56000137329102,275.0,269.0,805.0,835.7999877929688,82.22453308105469,138.94869995117188,178.22288513183594,191.0,14.220000171661377,30.307792207792208,75.5
1176,2021-04-14 20:14:40,28.98,3648.0,41.4,143.0,138.0,795.5999755859375,824.2000122070312,80.07382202148438,122.80827331542967,155.39227294921875,158.0,10.115999794006347,28.598684210526315,75.5
1177,2021-04-15 20:13:07,32.81,3885.0,62.63999862670899,240.0,196.0,778.4000244140625,830.7999877929688,81.81228637695312,140.08184814453125,186.8888092041016,202.0,9.323999691009522,30.403088803088806,75.5
1178,2021-04-17 19:03:42,34.08,4062.0,61.560001373291016,302.0,295.0,782.0,836.7999877929688,82.28593444824219,147.1553497314453,179.3761749267578,190.0,12.564000034332276,30.20384047267356,75.5
